Filename,seq,seq_id,Label,part,word,sentence,before,after,dur_mod,seg_Start,seg_End,pF0_mean,pF0_means001,pF0_means002,pF0_means003,pF0_means004,pF0_means005,pF1_mean,pF1_means001,pF1_means002,pF1_means003,pF1_means004,pF1_means005,pF2_mean,pF2_means001,pF2_means002,pF2_means003,pF2_means004,pF2_means005,pF3_mean,pF3_means001,pF3_means002,pF3_means003,pF3_means004,pF3_means005,dur,issue
karuk-2011-12-21-vs-7_10.mat,uxu,20,UH0,V1,uxus,uxus xaatik niqitap,sil,HH,36.107,19.859,55.966,0.0,0.0,0.0,0.0,0.0,0.0,838.847,866.0269999999999,850.0110000000001,877.725,955.191,670.0889999999999,1966.649,2050.631,2074.5820000000003,1991.394,1719.3139999999999,2054.545,3022.2259999999997,3127.028,3045.423,3038.167,3121.5359999999996,2871.2129999999997,36.107,none
karuk-2011-12-21-vs-7_10.mat,uxu,20,HH,C,uxus,uxus xaatik niqitap,UH0,UH0,132.84699999999998,55.966,188.813,448.009,448.009,448.009,488.467,463.809,205.365,791.612,933.198,798.615,664.477,615.8009999999999,926.7669999999999,1477.546,1898.275,1265.835,1063.984,1039.661,2066.7729999999997,3035.32,2900.116,2875.304,2928.461,2915.824,3506.0809999999997,132.84699999999998,none
karuk-2011-12-21-vs-7_10.mat,uxu,20,UH0,V2,uxus,uxus xaatik niqitap,HH,SH,69.62299999999999,188.813,258.436,210.64,204.862,202.015,210.773,218.736,217.21900000000002,340.06300000000005,317.918,307.058,368.231,388.353,323.722,1416.0729999999999,1327.349,1342.664,1404.455,1474.559,1541.484,3048.893,3491.058,3242.2940000000003,2663.992,2774.1020000000003,3069.636,69.62299999999999,none
karuk-2012-10-20-vs-4_B_14.mat,ikii,21,IH0,V1,ikiich,ikiich,sil,K,73.291,394.19,467.481,193.051,182.328,188.71900000000002,197.852,201.922,190.868,359.23900000000003,365.27,399.369,372.458,356.92800000000005,300.95099999999996,2289.519,2177.641,2146.532,2242.95,2389.505,2496.806,2860.893,2794.236,2753.6079999999997,2899.684,3006.868,2855.262,73.291,none
karuk-2012-10-20-vs-4_B_14.mat,ikii,21,K,C,ikiich,ikiich,IH0,IY1,235.58400000000006,467.481,703.065,162.346,158.624,158.624,158.624,158.624,212.597,567.952,375.585,400.657,471.398,787.798,806.799,2164.618,2357.416,2081.83,1928.0729999999999,2134.485,2313.452,2989.72,3047.49,2758.7129999999997,2915.63,3078.262,3158.953,235.58400000000006,none
karuk-2012-10-20-vs-4_B_14.mat,ikii,21,IY1,V2,ikiich,ikiich,K,CH,200.52899999999988,703.065,903.5939999999999,177.945,194.343,179.583,187.763,157.33700000000002,148.031,349.471,334.462,354.88,375.955,331.897,350.491,2329.551,2327.518,2327.699,2394.6820000000002,2370.696,2230.129,2877.969,3100.077,2978.768,2893.015,2787.551,2637.591,200.52899999999988,none
karuk-2012-10-20-vs-4_B_20.mat,ikii,22,IH0,V1,ikiich,ikiich panamniik nivaarameesh,sil,K,109.78000000000003,234.51,344.29,166.46400000000003,266.143,78.815,121.383,177.722,183.96900000000002,343.88699999999994,380.417,365.68800000000005,347.57599999999996,344.09,285.361,2117.137,2043.6470000000002,2062.194,2061.308,2167.494,2247.63,2909.813,3112.011,2918.9440000000004,2865.9120000000003,2840.17,2816.5159999999996,109.78000000000003,none
karuk-2012-10-20-vs-4_B_20.mat,ikii,22,K,C,ikiich,ikiich panamniik nivaarameesh,IH0,IY1,191.16000000000003,344.29,535.45,150.809,150.809,150.809,150.809,150.809,150.809,535.442,334.775,394.22,402.781,804.654,744.9910000000001,2072.087,2240.661,2013.646,2093.942,2046.463,1958.366,2900.37,2791.0409999999997,2711.175,2973.28,3012.261,3001.4390000000003,191.16000000000003,none
karuk-2012-10-20-vs-4_B_20.mat,ikii,22,IY1,V2,ikiich,ikiich panamniik nivaarameesh,K,CH,157.72399999999993,535.45,693.174,150.286,161.78,152.792,146.495,144.67700000000002,147.407,326.126,313.934,324.95599999999996,335.423,338.44699999999995,318.184,2170.87,2192.893,2206.658,2218.687,2213.01,2025.483,2819.13,2973.152,2854.4759999999997,2816.9120000000003,2760.058,2686.219,157.72399999999993,none
karuk-2012-10-20-vs-4_C_03.mat,ikii,23,IH0,V1,ikiich,ikiich tee xuriha,sil,K,58.19499999999999,386.327,444.522,217.399,216.43200000000002,218.62099999999998,222.082,221.41099999999997,208.854,328.751,391.0,401.895,349.656,266.46,238.975,2193.712,2221.887,2232.272,2271.958,2289.917,1981.523,2634.9240000000004,2763.7990000000004,2702.5840000000003,2711.619,2592.861,2412.8920000000003,58.19499999999999,none
karuk-2012-10-20-vs-4_C_03.mat,ikii,23,K,C,ikiich,ikiich tee xuriha,IH0,IY1,121.34300000000002,444.522,565.865,200.333,200.333,200.333,200.333,200.333,200.333,668.3539999999999,352.935,451.537,715.335,1060.9560000000001,755.799,2145.623,1841.4470000000001,2283.073,2267.23,2341.303,2008.48,2779.6609999999996,2441.3520000000003,2782.383,3004.73,2759.7070000000003,2928.873,121.34300000000002,none
karuk-2012-10-20-vs-4_C_03.mat,ikii,23,IY1,V2,ikiich,ikiich tee xuriha,K,CH,107.90899999999988,565.865,673.7739999999999,211.597,246.412,223.683,207.47400000000002,196.408,187.59900000000002,360.68199999999996,304.96299999999997,380.153,395.477,379.338,344.301,2089.866,2112.3920000000003,2172.5429999999997,2129.262,2065.169,1973.1229999999998,2837.82,2972.498,2904.493,2818.833,2748.5809999999997,2743.8709999999996,107.90899999999988,none
karuk-2012-10-20-vs-4_C_12.mat,iki,24,IH0,V1,pasikih,taak pasikih,SH,K,83.21600000000001,660.188,743.404,74.459,78.134,76.445,73.801,72.874,73.056,363.611,365.63300000000004,388.155,371.24699999999996,351.49199999999996,343.983,1697.3629999999998,1505.85,1604.0020000000002,1752.535,1878.356,1755.945,2269.439,2491.655,2219.676,2235.9210000000003,2158.022,2221.5679999999998,83.21600000000001,none
karuk-2012-10-20-vs-4_C_12.mat,iki,24,K,C,pasikih,taak pasikih,IH0,IH0,186.29399999999998,743.404,929.698,0.0,0.0,0.0,0.0,0.0,0.0,602.444,531.3240000000001,524.732,583.864,792.96,585.403,1841.8629999999998,1954.935,1564.144,1829.345,1898.135,1946.0529999999999,2904.455,2993.263,2799.4829999999997,3087.3920000000003,2942.0009999999997,2686.422,186.29399999999998,none
karuk-2012-10-20-vs-4_C_12.mat,iki,24,IH0,V2,pasikih,taak pasikih,K,HH,61.45099999999991,929.698,991.1489999999999,0.0,0.0,0.0,0.0,0.0,0.0,382.64599999999996,348.462,375.869,372.94300000000004,405.602,412.809,2026.1,2055.576,2033.01,2048.498,2057.621,1940.624,2623.538,2733.137,2660.3579999999997,2461.986,2468.455,2806.46,61.45099999999991,none
karuk-2012-10-20-vs-4_C_13.mat,iki,25,IH0,V1,pasikih,pasikih naqeehi,SH,K,72.845,233.40099999999998,306.246,182.136,188.797,181.18099999999998,179.165,180.204,180.74599999999998,447.164,462.464,467.374,472.014,456.084,377.691,1545.4089999999999,1353.931,1407.902,1514.876,1644.3829999999998,1815.4029999999998,2283.51,2557.738,2281.9339999999997,2279.393,2212.249,2065.271,72.845,none
karuk-2012-10-20-vs-4_C_13.mat,iki,25,K,C,pasikih,pasikih naqeehi,IH0,IH0,112.21700000000004,306.246,418.463,175.51,174.97099999999998,179.65599999999998,179.65599999999998,179.65599999999998,179.65599999999998,614.5269999999999,461.283,498.935,695.428,873.5930000000001,558.736,1890.014,1734.261,1729.47,1809.004,2101.429,2080.871,2559.633,2320.225,2702.9559999999997,2594.456,2536.158,2651.0240000000003,112.21700000000004,none
karuk-2012-10-20-vs-4_C_13.mat,iki,25,IH0,V2,pasikih,pasikih naqeehi,K,HH,52.61299999999994,418.463,471.07599999999996,182.655,208.81,188.046,180.12900000000002,173.442,165.06599999999997,441.588,384.648,495.145,500.093,457.57599999999996,379.417,1855.283,1904.055,1954.356,1895.365,1815.396,1705.295,2591.368,2547.672,2621.653,2615.677,2596.212,2581.673,52.61299999999994,none
karuk-2012-10-20-vs-4_C_42.mat,upu,26,UH0,V1,voonupuk,iikam voonupuk,N,P,66.96600000000001,825.586,892.552,141.416,146.638,144.477,141.282,139.116,135.988,365.361,390.42199999999997,420.411,367.711,331.74,320.91700000000003,1009.9810000000001,1166.274,1076.003,983.655,901.7869999999999,924.1030000000001,2579.319,2443.173,2663.337,2620.757,2559.472,2609.652,66.96600000000001,none
karuk-2012-10-20-vs-4_C_42.mat,upu,26,P,C,voonupuk,iikam voonupuk,UH0,UH0,101.13800000000003,892.552,993.69,133.754,133.754,133.754,133.754,133.754,133.754,354.329,241.863,364.64,394.853,390.186,377.185,1248.835,950.8,1348.799,1285.754,1305.568,1343.1729999999998,2823.2340000000004,2727.0170000000003,2931.0640000000003,2872.117,2722.413,2855.367,101.13800000000003,none
karuk-2012-10-20-vs-4_C_42.mat,upu,26,UH0,V2,voonupuk,iikam voonupuk,P,K,89.63199999999983,993.69,1083.322,47.931999999999995,48.099,47.785,47.785,47.785,47.785,374.92199999999997,384.48800000000006,429.204,350.194,381.74,328.711,986.008,979.8539999999999,980.323,958.7439999999999,981.7639999999999,1028.671,2672.722,2581.111,2705.272,2772.051,2471.4139999999998,2819.63,89.63199999999983,none
karuk-2012-10-20-vs-4_D_23.mat,uxu,27,UH0,V1,kuxuriha,iimkun ta kuxuriha,K,HH,102.93200000000002,1567.22,1670.152,183.62599999999998,205.16400000000002,187.359,181.238,177.68200000000002,170.065,390.705,311.777,401.87800000000004,448.536,456.819,338.371,996.444,1053.844,992.275,981.612,988.446,961.7260000000001,2678.288,2665.094,2596.959,2723.113,2647.7059999999997,2747.9840000000004,102.93200000000002,none
karuk-2012-10-20-vs-4_D_23.mat,uxu,27,HH,C,kuxuriha,iimkun ta kuxuriha,UH0,UH0,203.15199999999982,1670.152,1873.3039999999999,169.142,158.714,158.714,158.714,158.714,187.592,783.49,652.356,771.817,861.3330000000001,856.425,778.957,1047.381,1057.78,1034.4180000000001,1041.96,1074.871,1022.7289999999999,2755.075,2974.438,2993.395,2884.377,2554.521,2374.98,203.15199999999982,none
karuk-2012-10-20-vs-4_D_23.mat,uxu,27,UH0,V2,kuxuriha,iimkun ta kuxuriha,HH,R,145.62700000000018,1873.3039999999999,2018.931,186.803,206.296,190.21,182.547,181.454,173.24099999999999,404.522,390.01300000000003,403.43199999999996,406.835,426.195,397.214,1138.6860000000001,951.8910000000001,1039.049,1110.482,1269.547,1326.338,2698.055,2812.095,3038.883,2673.658,2529.375,2424.708,145.62700000000018,none
karuk-2012-10-20-vs-4_D_24.mat,uxu,28,UH0,V1,kuxuriha,ta kuxuriha hum,K,HH,86.45700000000011,516.6569999999999,603.114,177.58900000000003,201.84400000000002,175.149,169.62900000000002,171.19799999999998,169.946,424.463,382.37300000000005,449.733,457.75300000000004,441.525,393.027,983.1410000000001,957.087,982.2510000000001,987.11,1001.5980000000001,987.302,2917.792,2912.38,2895.123,2988.114,2962.9440000000004,2834.937,86.45700000000011,none
karuk-2012-10-20-vs-4_D_24.mat,uxu,28,HH,C,kuxuriha,ta kuxuriha hum,UH0,UH0,157.71399999999994,603.114,760.828,357.38,197.50900000000001,457.50300000000004,457.50300000000004,457.50300000000004,457.50300000000004,725.237,735.217,753.238,739.309,831.367,578.484,1024.157,1051.0819999999999,951.18,995.322,1126.128,995.8439999999999,3029.827,2847.382,3001.975,3260.4390000000003,3360.8909999999996,2689.138,157.71399999999994,none
karuk-2012-10-20-vs-4_D_24.mat,uxu,28,UH0,V2,kuxuriha,ta kuxuriha hum,HH,R,94.00700000000006,760.828,854.835,202.518,221.68,208.36599999999999,200.237,192.61900000000003,190.73,430.944,390.907,422.19199999999995,436.103,461.046,445.876,1124.484,952.2810000000001,1026.056,1120.971,1219.586,1299.463,2793.292,2936.288,2885.2940000000003,2841.086,2677.3059999999996,2630.575,94.00700000000006,none
karuk-2012-10-20-vs-4_D_41.mat,upuu,29,UH0,V1,nupuunvi,chimi nupuunvi,N,P,46.468000000000075,469.275,515.743,195.8,196.65599999999998,197.985,197.726,195.13299999999998,192.16099999999997,336.57199999999995,370.24300000000005,395.736,354.786,306.16900000000004,263.098,1126.134,1359.241,1169.873,1052.5410000000002,947.817,1056.385,2453.94,2163.413,2415.363,2498.8089999999997,2557.745,2651.989,46.468000000000075,none
karuk-2012-10-20-vs-4_D_41.mat,upuu,29,P,C,nupuunvi,chimi nupuunvi,UH0,UW1,196.413,515.743,712.1560000000001,193.122,192.245,192.245,192.245,192.245,214.172,592.446,506.015,452.57300000000004,509.94699999999995,934.8330000000001,552.813,1892.335,1812.526,1837.2220000000002,1764.875,2237.478,1804.013,2925.651,2663.407,2757.3709999999996,2930.1240000000003,3256.777,3024.5009999999997,196.413,none
karuk-2012-10-20-vs-4_D_41.mat,upuu,29,UW1,V2,nupuunvi,chimi nupuunvi,P,N,213.2109999999999,712.1560000000001,925.367,137.38,172.669,144.664,133.69,126.537,108.12100000000001,373.855,379.855,362.838,348.515,364.49800000000005,413.035,843.471,861.8330000000001,826.867,796.4639999999999,806.184,925.7869999999999,2550.705,2596.249,2600.158,2540.0660000000003,2525.028,2492.221,213.2109999999999,none
karuk-2012-10-20-vs-4_D_42.mat,upuu,30,UH0,V1,nupuunvi,chi nupuunvi,N,P,67.27900000000005,488.67699999999996,555.956,180.213,172.104,176.519,181.65099999999998,185.06799999999998,185.77200000000002,381.475,410.48400000000004,444.816,429.526,368.68199999999996,254.00099999999998,1275.503,1617.162,1509.0379999999998,1249.674,1006.52,991.97,2615.52,2566.894,2597.391,2532.481,2770.403,2583.47,67.27900000000005,none
karuk-2012-10-20-vs-4_D_42.mat,upuu,30,P,C,nupuunvi,chi nupuunvi,UH0,UW1,228.3979999999999,555.956,784.3539999999999,184.576,183.199,183.199,183.199,183.199,210.046,525.55,394.211,516.188,572.904,468.63300000000004,710.268,1803.241,1260.1,1844.149,1922.4460000000001,2111.1679999999997,1919.517,2959.215,2742.8940000000002,2914.092,3072.9990000000003,2982.49,3115.4709999999995,228.3979999999999,none
karuk-2012-10-20-vs-4_D_42.mat,upuu,30,UW1,V2,nupuunvi,chi nupuunvi,P,N,260.0300000000001,784.3539999999999,1044.384,147.495,173.817,151.166,141.422,138.474,132.363,359.55,394.44599999999997,355.86,329.81699999999995,341.38199999999995,376.065,858.059,862.028,888.877,830.913,821.25,886.725,2752.005,2743.9809999999998,2773.1540000000005,2878.511,2658.312,2705.171,260.0300000000001,none
karuk-2015-04-18-vs-4_21.mat,iiki,31,IY1,V1,keevniikich,naa vura kunish keevniikich,N,K,172.26699999999983,2260.881,2433.1479999999997,133.97299999999998,137.591,131.387,133.741,133.259,133.835,313.218,328.19199999999995,333.272,316.873,303.336,283.997,2217.542,2108.472,2207.26,2254.6910000000003,2260.308,2257.504,2974.0759999999996,2727.847,2872.597,2948.407,3001.219,3322.798,172.26699999999983,none
karuk-2015-04-18-vs-4_21.mat,iiki,31,K,C,keevniikich,naa vura kunish keevniikich,IY1,IH0,125.39200000000028,2433.1479999999997,2558.54,132.804,132.804,132.804,132.804,132.804,132.804,537.735,261.70599999999996,445.32099999999997,516.151,862.677,640.241,2003.21,2122.4179999999997,1832.82,2076.57,2074.758,1925.985,2947.364,2804.998,2915.442,3180.607,3046.2209999999995,2821.903,125.39200000000028,none
karuk-2015-04-18-vs-4_21.mat,iiki,31,IH0,V2,keevniikich,naa vura kunish keevniikich,K,CH,78.12099999999964,2558.54,2636.6609999999996,0.0,0.0,0.0,0.0,0.0,0.0,886.363,663.137,1067.613,747.3580000000001,1076.0430000000001,828.4780000000001,1996.13,1967.3110000000001,2178.096,1968.774,1937.0220000000002,1912.07,2873.446,2868.1609999999996,2975.4120000000003,2794.8559999999998,2911.3509999999997,2805.5609999999997,78.12099999999964,none
karuk-2015-04-18-vs-4_41.mat,ufu,32,UH0,V1,tufurathfip,karu puxich tufurathfip,T,F,84.69299999999998,908.461,993.154,130.444,68.705,68.906,142.407,194.085,167.636,355.496,334.56,350.464,354.30300000000005,412.26,329.037,1567.0839999999998,1535.703,1561.5810000000001,1599.5739999999998,1525.92,1609.241,2293.654,2311.178,2332.4410000000003,2309.2870000000003,2286.644,2236.7470000000003,84.69299999999998,none
karuk-2015-04-18-vs-4_41.mat,ufu,32,F,C,tufurathfip,karu puxich tufurathfip,UH0,UH0,129.87300000000005,993.154,1123.027,171.484,163.172,169.62099999999998,169.62099999999998,169.62099999999998,247.572,1202.115,958.295,1271.0230000000001,1358.204,1258.626,1184.672,1969.023,2035.9589999999998,1995.3829999999998,1967.3629999999998,1821.7160000000001,2008.5639999999999,2850.4159999999997,3208.079,2583.723,2944.377,2513.013,2961.562,129.87300000000005,none
karuk-2015-04-18-vs-4_41.mat,ufu,32,UH0,V2,tufurathfip,karu puxich tufurathfip,F,R,100.62699999999995,1123.027,1223.654,199.38099999999997,237.72799999999998,200.53099999999998,188.347,184.458,185.47799999999998,394.042,370.76,398.66,392.832,404.29,404.184,1159.347,1125.895,1019.5010000000001,1106.8,1249.137,1286.0410000000002,2360.7070000000003,2238.007,2419.085,2412.674,2374.958,2366.748,100.62699999999995,none
karuk-2015-04-18-vs-4_44.mat,ikii,33,IH0,V1,ikiich,ikiich pamiqavansa teexviphuunish,sil,K,77.71100000000013,776.64,854.3510000000001,190.38,213.959,207.8,187.78400000000002,178.37599999999998,170.843,262.716,289.558,294.80400000000003,272.628,242.236,213.97299999999998,2121.925,2074.732,2115.271,2118.189,2236.74,2066.57,3097.888,3162.134,3073.905,2910.623,3314.808,3044.3940000000002,77.71100000000013,none
karuk-2015-04-18-vs-4_44.mat,ikii,33,K,C,ikiich,ikiich pamiqavansa teexviphuunish,IH0,IY1,143.96199999999988,854.3510000000001,998.313,166.007,166.007,166.007,166.007,166.007,166.007,792.809,821.53,514.75,965.115,1016.914,683.439,2071.104,2213.4570000000003,2035.751,2151.625,2080.556,1891.675,3093.982,3214.697,2817.691,3240.32,3336.429,2867.778,143.96199999999988,none
karuk-2015-04-18-vs-4_44.mat,ikii,33,IY1,V2,ikiich,ikiich pamiqavansa teexviphuunish,K,CH,83.64800000000002,998.313,1081.961,155.58100000000002,172.81900000000002,160.49,154.752,153.52200000000002,149.282,335.074,312.26,331.371,337.272,363.574,333.67699999999996,1834.53,2053.151,1762.77,1402.1589999999999,1978.224,1966.609,2746.93,2917.59,2129.475,2128.7070000000003,2971.9390000000003,3501.153,83.64800000000002,none
karuk-2015-04-18-vs-4_45.mat,ikii,34,IH0,V1,ikiich,ikiich apapkam vaa miqasimnaam itxaariheen,,K,0.0,0.0,25.019000000000002,197.082,197.082,197.082,197.082,197.082,197.082,345.064,345.064,345.064,345.064,345.064,345.064,1572.59,1572.59,1572.59,1572.59,1572.59,1572.59,3122.2690000000002,3122.2690000000002,3122.2690000000002,3122.2690000000002,3122.2690000000002,3122.2690000000002,25.019000000000002,V1 absent
karuk-2015-04-18-vs-4_45.mat,ikii,34,K,C,ikiich,ikiich apapkam vaa miqasimnaam itxaariheen,IH0,IY1,322.249,25.019000000000002,347.26800000000003,177.074,176.248,176.248,176.248,176.248,223.294,701.298,346.827,274.955,873.193,1255.431,761.7260000000001,1941.231,1588.655,1564.296,2248.757,2337.507,1977.783,3058.91,3031.28,2890.6890000000003,3177.903,3373.167,2834.079,322.249,V1 absent
karuk-2015-04-18-vs-4_45.mat,ikii,34,IY1,V2,ikiich,ikiich apapkam vaa miqasimnaam itxaariheen,K,CH,52.86699999999996,347.26800000000003,400.135,193.688,224.222,200.394,188.56599999999997,179.298,173.713,354.944,333.04400000000004,376.749,371.07,370.665,328.24300000000005,2017.3139999999999,2034.559,2045.342,2047.0,1980.125,1981.695,2455.518,2571.123,2408.657,2263.6839999999997,2482.7270000000003,2533.871,52.86699999999996,V1 absent
karuk-2015-04-21-vs-5_06.mat,uxu,35,UH0,V1,uxuti,xas uxuti kunish yiim niinamich papuufich xas pooquum xas vura uum pufichkaam,sp,HH,0.0,530.0,562.048,0.0,0.0,0.0,0.0,0.0,0.0,1064.4460000000001,1493.3120000000001,1203.253,870.0,716.068,1023.79,1844.773,1887.654,2104.092,1856.175,1667.4170000000001,1696.0520000000001,2819.788,3033.3959999999997,3219.954,3137.114,2527.493,2174.935,32.048,V1 absent
karuk-2015-04-21-vs-5_06.mat,uxu,35,HH,C,uxuti,xas uxuti kunish yiim niinamich papuufich xas pooquum xas vura uum pufichkaam,UH0,UH0,43.09699999999998,562.048,605.145,233.578,233.578,233.578,233.578,233.578,233.578,1159.029,1076.6,1129.002,1185.225,1173.975,1237.451,1930.3429999999998,1903.999,1949.33,1923.175,1919.6470000000002,1970.3239999999998,2762.775,2336.834,2972.2790000000005,2972.671,2820.078,2777.9559999999997,43.09699999999998,V1 absent
karuk-2015-04-21-vs-5_06.mat,uxu,35,UH0,V2,uxuti,xas uxuti kunish yiim niinamich papuufich xas pooquum xas vura uum pufichkaam,HH,T,61.511999999999944,605.145,666.6569999999999,224.34400000000002,243.143,235.041,220.22400000000002,213.797,209.76,347.218,372.591,336.346,373.751,346.17400000000004,309.46,1566.664,1451.871,1396.0079999999998,1614.9,1670.5410000000002,1697.004,2320.844,2362.479,2258.226,2287.24,2309.748,2372.666,61.511999999999944,V1 absent
karuk-2015-04-21-vs-5_12.mat,uxu,36,UH0,V1,uxuti,uxuti niinamich papuufich karu uum vura yiiv saruk xas,sil,HH,0.0,273.061,302.349,192.33,192.33,204.51,195.11900000000003,188.524,185.912,566.547,707.3839999999999,218.393,229.528,683.635,908.068,1821.8310000000001,2159.029,1319.6770000000001,1108.488,1908.3010000000002,2426.621,3143.013,3393.1690000000003,2608.737,2655.188,3268.616,3636.6459999999997,29.28800000000001,V1 absent
karuk-2015-04-21-vs-5_12.mat,uxu,36,HH,C,uxuti,uxuti niinamich papuufich karu uum vura yiiv saruk xas,UH0,UH0,130.20000000000005,302.349,432.54900000000004,314.248,183.044,453.974,454.30199999999996,454.30199999999996,243.21900000000002,855.551,881.1339999999999,901.956,864.302,886.32,744.7139999999999,1263.719,1549.9289999999999,1094.024,1289.976,1286.907,1076.8419999999999,2395.779,2755.645,2262.541,2311.137,2466.534,2168.127,130.20000000000005,V1 absent
karuk-2015-04-21-vs-5_12.mat,uxu,36,UH0,V2,uxuti,uxuti niinamich papuufich karu uum vura yiiv saruk xas,HH,T,66.74799999999993,432.54900000000004,499.29699999999997,243.84,250.262,243.949,241.56799999999998,241.90200000000002,241.606,411.097,364.225,411.99199999999996,444.124,445.962,390.42900000000003,1139.183,1018.829,1080.337,1199.339,1242.057,1156.37,2416.383,2354.964,2436.354,2440.8160000000003,2424.067,2427.505,66.74799999999993,V1 absent
karuk-2015-04-21-vs-5_13.mat,uxu,37,UH0,V1,uxuti,vaa vura uum yiiv xas vaa vura uxuti ikiich punakuniihkeeshara xas vura vaa ukuniihka,AH0,HH,0.0,3235.053,3247.1240000000003,189.266,192.361,191.238,189.581,187.8,185.68400000000003,412.08099999999996,334.3,347.649,376.48699999999997,450.19699999999995,545.569,1034.72,1038.0910000000001,1046.983,1042.747,1024.7169999999999,1021.71,2521.061,2462.058,2485.014,2519.167,2556.32,2582.263,12.071000000000367,V1 absent
karuk-2015-04-21-vs-5_13.mat,uxu,37,HH,C,uxuti,vaa vura uum yiiv xas vaa vura uxuti ikiich punakuniihkeeshara xas vura vaa ukuniihka,UH0,UH0,166.82999999999993,3247.1240000000003,3413.954,201.482,187.19099999999997,187.19099999999997,187.19099999999997,187.19099999999997,253.88400000000001,707.452,595.852,565.656,740.432,849.592,785.784,1595.086,1059.904,903.487,2298.516,2145.514,1578.142,3100.703,2568.869,2574.1020000000003,3755.1690000000003,3545.6740000000004,3082.048,166.82999999999993,V1 absent
karuk-2015-04-21-vs-5_13.mat,uxu,37,UH0,V2,uxuti,vaa vura uum yiiv xas vaa vura uxuti ikiich punakuniihkeeshara xas vura vaa ukuniihka,HH,T,48.96699999999964,3413.954,3462.921,215.179,252.067,226.639,208.109,199.69799999999998,188.082,328.708,335.105,393.18,392.82099999999997,292.121,242.157,989.775,973.765,991.625,948.337,966.1510000000001,1062.238,2526.08,2431.1910000000003,2453.7,2451.291,2477.512,2791.9,48.96699999999964,V1 absent
karuk-2015-04-21-vs-5_13.mat,ikii,38,IH0,V1,ikiich,vaa vura uum yiiv xas vaa vura uxuti ikiich punakuniihkeeshara xas vura vaa ukuniihka,sp,K,0.0,4236.353,4333.549,242.905,309.353,262.988,236.292,217.745,193.65900000000002,297.601,342.467,306.433,272.151,281.876,284.022,1865.86,2014.8120000000001,1656.267,2009.286,1583.233,2045.578,2221.223,2272.847,2166.334,2164.745,2180.5660000000003,2312.274,97.19599999999991,V1 absent
karuk-2015-04-21-vs-5_13.mat,ikii,38,K,C,ikiich,vaa vura uum yiiv xas vaa vura uxuti ikiich punakuniihkeeshara xas vura vaa ukuniihka,IH0,IY1,125.36399999999958,4333.549,4458.913,181.736,178.887,178.887,178.887,178.887,221.63,516.554,244.55200000000002,280.199,298.48,795.007,990.467,2096.069,2128.752,2066.356,1985.65,2160.482,2137.07,2931.9809999999998,2613.369,2607.257,3122.765,3190.86,3110.579,125.36399999999958,V1 absent
karuk-2015-04-21-vs-5_13.mat,ikii,38,IY1,V2,ikiich,vaa vura uum yiiv xas vaa vura uxuti ikiich punakuniihkeeshara xas vura vaa ukuniihka,K,CH,108.21200000000044,4458.913,4567.125,173.55900000000003,216.31400000000002,186.019,161.567,152.472,150.38299999999998,326.4,308.525,342.31800000000004,328.10400000000004,324.981,329.82099999999997,2008.68,1999.895,1970.344,2026.453,2035.7910000000002,2001.75,2340.3920000000003,2493.6929999999998,2093.903,2233.43,2356.036,2499.1620000000003,108.21200000000044,V1 absent
